"member_id","org_id","first_name","last_name","role","membership_tier","join_date","renewal_date","is_active"
25959,3779,"John","Wilson","Administrator","Basic",2017-04-23 06:59:36,2018-04-23 06:59:36,0
25960,955,"Maria","Lee","Billing Specialist","Basic",2022-12-23 20:23:50,2023-12-23 20:23:50,1
25961,1993,"Laura","White","Front Desk","Basic",2018-11-01 03:42:11,2019-11-01 03:42:11,1
25962,1660,"Chris","Smith","Billing Specialist","Basic",2024-09-28 23:47:46,2025-09-28 23:47:46,0
25963,141,"Chris","Johnson","Administrator","Standard",2019-03-15 02:58:40,2020-03-15 02:58:40,1
25964,720,"Ana","Wilson","Administrator","Basic",2019-11-19 02:33:46,2020-11-19 02:33:46,0
25965,1651,"James","Smith","Billing Specialist","Basic",2018-11-24 13:11:12,2019-11-24 13:11:12,1
25966,3574,"John","Johnson","Administrator","Standard",2021-12-03 11:44:53,2022-12-03 11:44:53,1
25967,3475,"James","Brown","Practice Manager","Premium",2024-06-28 07:41:42,2025-06-28 07:41:42,0
25968,1016,"Ana","Johnson","Front Desk","Basic",2019-01-13 21:12:52,2020-01-13 21:12:52,1
25969,4384,"Chris","Johnson","Administrator","Standard",2017-10-23 01:53:39,2018-10-23 01:53:39,0
25970,343,"Ana","Johnson","IT/Operations","Standard",2021-12-03 07:15:20,2022-12-03 07:15:20,0
25971,3184,"Linda","Wilson","Administrator","Premium",2024-11-08 09:01:59,2025-11-08 09:01:59,1
25972,2702,"Ana","Lee","Practice Manager","Basic",2023-06-07 03:51:15,2024-06-07 03:51:15,0
25973,976,"Chris","Davis","Practice Manager","Standard",2023-02-25 00:27:31,2024-02-25 00:27:31,1
25974,2584,"Ana","Davis","Practice Manager","Standard",2018-08-31 03:54:07,2019-08-31 03:54:07,1
25975,3121,"Alex","Anderson","Practice Manager","Basic",2021-04-25 10:35:40,2022-04-25 10:35:40,0
25976,1824,"John","Garcia","Front Desk","Basic",2023-08-18 14:40:47,2024-08-18 14:40:47,1
25977,4427,"David","Smith","Administrator","Standard",2021-09-16 00:23:31,2022-09-16 00:23:31,1
25978,4461,"David","Johnson","Billing Specialist","Basic",2022-09-05 10:59:10,2023-09-05 10:59:10,0
25979,11,"Alex","Lee","Practice Manager","Standard",2023-04-11 03:53:44,2024-04-11 03:53:44,1
25980,4605,"David","Brown","Practice Owner","Premium",2020-12-29 22:05:04,2021-12-29 22:05:04,1
25981,2628,"Ana","Davis","Administrator","Standard",2024-11-04 04:26:55,2025-11-04 04:26:55,1
25982,1469,"Alex","White","Front Desk","Standard",2021-02-03 04:21:20,2022-02-03 04:21:20,0
25983,1114,"Sofia","Lee","Practice Owner","Standard",2017-10-27 13:28:35,2018-10-27 13:28:35,1
25984,622,"Chris","Lee","Billing Specialist","Basic",2019-05-16 21:22:06,2020-05-16 21:22:06,0
25985,901,"Sofia","Garcia","Practice Owner","Basic",2018-07-02 21:41:21,2019-07-02 21:41:21,1
25986,3748,"Alex","Martinez","Practice Manager","Standard",2016-05-19 00:16:41,2017-05-19 00:16:41,0
25987,4065,"Alex","Brown","Billing Specialist","Standard",2022-02-11 12:44:08,2023-02-11 12:44:08,1
25988,1472,"Ana","Johnson","Practice Manager","Basic",2020-12-31 02:11:59,2021-12-31 02:11:59,0
25989,3104,"Linda","Johnson","Practice Owner","Standard",2016-09-07 16:06:08,2017-09-07 16:06:08,1
25990,327,"Alex","Martinez","Practice Manager","Premium",2018-12-22 01:18:42,2019-12-22 01:18:42,1
25991,74,"Alex","Martinez","Billing Specialist","Premium",2018-11-18 20:49:05,2019-11-18 20:49:05,1
25992,251,"Linda","Wilson","Administrator","Standard",2021-08-01 17:12:53,2022-08-01 17:12:53,0
25993,2498,"Laura","White","Administrator","Basic",2023-01-10 03:08:03,2024-01-10 03:08:03,0
25994,2403,"Linda","Brown","Administrator","Basic",2024-02-27 22:59:37,2025-02-27 22:59:37,0
25995,4629,"Maria","Wilson","Practice Owner","Premium",2019-12-06 02:50:25,2020-12-06 02:50:25,1
25996,296,"David","Wilson","Practice Manager","Standard",2016-12-24 11:39:07,2017-12-24 11:39:07,1
25997,298,"Alex","Anderson","Practice Manager","Standard",2020-10-11 20:06:33,2021-10-11 20:06:33,1
25998,302,"Sofia","Garcia","Billing Specialist","Basic",2022-09-15 12:22:51,2023-09-15 12:22:51,1
25999,4608,"Laura","Brown","Billing Specialist","Standard",2022-03-17 21:44:13,2023-03-17 21:44:13,1
26000,585,"Maria","Johnson","Practice Manager","Premium",2020-10-07 21:02:14,2021-10-07 21:02:14,1
26001,3625,"David","Davis","Practice Manager","Basic",2022-06-10 18:45:00,2023-06-10 18:45:00,1
26002,1635,"James","Anderson","Practice Manager","Premium",2021-03-12 20:01:07,2022-03-12 20:01:07,1
26003,53,"Alex","Garcia","Front Desk","Standard",2024-01-08 20:55:39,2025-01-08 20:55:39,1
26004,2277,"James","Smith","Practice Manager","Basic",2018-08-12 01:52:25,2019-08-12 01:52:25,1
26005,2688,"Linda","Brown","Administrator","Standard",2016-09-16 13:46:13,2017-09-16 13:46:13,1
26006,2845,"David","Garcia","Practice Owner","Standard",2019-06-13 15:54:48,2020-06-13 15:54:48,1
26007,4887,"James","Martinez","Administrator","Standard",2016-04-15 20:10:07,2017-04-15 20:10:07,0
26008,4591,"John","Johnson","Practice Manager","Standard",2021-01-20 14:33:16,2022-01-20 14:33:16,1
26009,4949,"Ana","Anderson","Billing Specialist","Basic",2021-10-08 21:00:55,2022-10-08 21:00:55,0
26010,2719,"David","Wilson","Practice Owner","Standard",2020-10-30 21:57:29,2021-10-30 21:57:29,0
26011,3936,"Maria","Wilson","Administrator","Basic",2017-08-26 09:03:01,2018-08-26 09:03:01,0
26012,663,"Laura","Wilson","Administrator","Basic",2022-06-09 04:42:23,2023-06-09 04:42:23,1
26013,8,"Alex","Garcia","Billing Specialist","Standard",2020-03-30 17:40:09,2021-03-30 17:40:09,1
26014,3684,"Ana","Johnson","Front Desk","Standard",2023-01-05 14:30:32,2024-01-05 14:30:32,1
26015,3088,"Alex","Anderson","Administrator","Premium",2023-04-03 22:53:09,2024-04-03 22:53:09,1
26016,4762,"Linda","Brown","Practice Owner","Standard",2021-08-13 15:49:49,2022-08-13 15:49:49,0
26017,669,"Chris","Brown","Billing Specialist","Basic",2019-07-29 10:29:11,2020-07-29 10:29:11,1
26018,3165,"Linda","Johnson","Administrator","Standard",2016-02-05 20:04:42,2017-02-05 20:04:42,1
26019,1286,"Maria","Johnson","Practice Owner","Basic",2023-01-27 13:05:05,2024-01-27 13:05:05,1
26020,3621,"Linda","Johnson","Practice Owner","Basic",2017-11-15 18:25:35,2018-11-15 18:25:35,1
26021,161,"John","Martinez","Billing Specialist","Basic",2023-06-26 13:15:44,2024-06-26 13:15:44,1
26022,2399,"David","Anderson","Administrator","Standard",2021-05-15 13:05:27,2022-05-15 13:05:27,1
26023,3246,"James","Brown","Practice Manager","Standard",2019-09-28 05:26:54,2020-09-28 05:26:54,1
26024,18,"Laura","Martinez","Billing Specialist","Basic",2024-06-14 05:41:25,2025-06-14 05:41:25,0
26025,2534,"James","Brown","Administrator","Premium",2020-05-23 07:27:09,2021-05-23 07:27:09,0
26026,4447,"John","White","Practice Manager","Standard",2016-12-02 18:01:15,2017-12-02 18:01:15,1
26027,2576,"James","Smith","Administrator","Basic",2024-08-02 04:18:18,2025-08-02 04:18:18,1
26028,4968,"David","Wilson","Front Desk","Standard",2017-10-17 22:35:59,2018-10-17 22:35:59,1
26029,2318,"Maria","Anderson","Billing Specialist","Premium",2019-07-26 22:40:08,2020-07-26 22:40:08,0
26030,2919,"Alex","White","Practice Manager","Standard",2020-11-22 23:58:16,2021-11-22 23:58:16,0
26031,1054,"Maria","Garcia","Practice Owner","Standard",2019-10-25 23:53:41,2020-10-25 23:53:41,1
26032,316,"David","Martinez","Practice Manager","Basic",2016-07-11 22:06:35,2017-07-11 22:06:35,1
26033,4833,"David","Garcia","Practice Manager","Standard",2022-09-15 20:55:07,2023-09-15 20:55:07,1
26034,2212,"Laura","Lee","Practice Manager","Basic",2022-03-24 14:16:02,2023-03-24 14:16:02,0
26035,320,"James","Garcia","Front Desk","Premium",2017-09-21 20:21:02,2018-09-21 20:21:02,0
26036,4528,"James","Wilson","Practice Manager","Basic",2021-10-03 03:34:13,2022-10-03 03:34:13,1
26037,2716,"Alex","Davis","Practice Owner","Premium",2020-09-06 13:05:53,2021-09-06 13:05:53,1
26038,634,"Sofia","Martinez","Practice Owner","Standard",2017-08-24 00:58:34,2018-08-24 00:58:34,1
26039,1706,"Linda","Davis","Administrator","Premium",2021-01-14 20:11:37,2022-01-14 20:11:37,1
26040,4821,"Ana","Johnson","Practice Owner","Standard",2023-01-01 04:17:09,2024-01-01 04:17:09,0
26041,673,"Ana","Johnson","Administrator","Basic",2020-11-22 19:00:18,2021-11-22 19:00:18,0
26042,2280,"Chris","Davis","Practice Manager","Standard",2020-11-17 05:11:23,2021-11-17 05:11:23,1
26043,3548,"Maria","Garcia","Practice Manager","Basic",2016-03-21 07:15:16,2017-03-21 07:15:16,1
26044,471,"Ana","Smith","Practice Manager","Premium",2022-06-25 16:41:56,2023-06-25 16:41:56,1
26045,3232,"Ana","Brown","Billing Specialist","Basic",2022-01-13 06:23:08,2023-01-13 06:23:08,1
26046,2608,"Chris","Garcia","Practice Manager","Basic",2017-10-17 11:42:41,2018-10-17 11:42:41,0
26047,3333,"Ana","Anderson","Practice Owner","Standard",2022-01-24 09:05:39,2023-01-24 09:05:39,1
26048,2621,"Chris","Davis","Practice Manager","Basic",2020-02-28 15:43:13,2021-02-28 15:43:13,1
26049,4698,"Laura","Martinez","IT/Operations","Basic",2024-07-19 03:51:18,2025-07-19 03:51:18,1
26050,1383,"David","Davis","Billing Specialist","Premium",2017-06-18 17:07:39,2018-06-18 17:07:39,1
26051,4376,"John","Garcia","Front Desk","Basic",2021-05-14 05:22:30,2022-05-14 05:22:30,1
26052,1186,"Laura","Wilson","Front Desk","Basic",2017-08-25 13:51:20,2018-08-25 13:51:20,1
26053,1911,"Alex","Anderson","Administrator","Basic",2022-04-03 12:23:07,2023-04-03 12:23:07,1
26054,916,"James","Lee","Administrator","Basic",2020-04-14 12:01:59,2021-04-14 12:01:59,1
26055,1618,"James","Lee","Front Desk","Basic",2023-03-02 13:49:19,2024-03-02 13:49:19,0
26056,1684,"James","Anderson","Front Desk","Basic",2017-09-07 00:38:20,2018-09-07 00:38:20,1
26057,2426,"Laura","Wilson","Billing Specialist","Standard",2018-04-10 23:45:21,2019-04-10 23:45:21,1
26058,426,"James","Davis","Billing Specialist","Premium",2022-12-03 00:58:45,2023-12-03 00:58:45,1
26059,1788,"Maria","Davis","Billing Specialist","Basic",2022-08-25 05:43:51,2023-08-25 05:43:51,0
26060,2585,"Linda","Johnson","Practice Manager","Premium",2021-12-21 10:27:16,2022-12-21 10:27:16,1
26061,4649,"Sofia","White","Practice Owner","Basic",2018-12-30 08:03:38,2019-12-30 08:03:38,1
26062,169,"Linda","Martinez","Billing Specialist","Standard",2020-11-02 05:15:57,2021-11-02 05:15:57,1
26063,515,"Alex","Brown","Front Desk","Basic",2020-06-15 09:45:56,2021-06-15 09:45:56,1
26064,3436,"Chris","Brown","IT/Operations","Premium",2021-01-21 00:18:07,2022-01-21 00:18:07,1
26065,4526,"Sofia","Smith","Practice Owner","Premium",2020-05-31 20:52:17,2021-05-31 20:52:17,1
26066,2617,"Linda","Johnson","Administrator","Standard",2017-03-31 16:59:38,2018-03-31 16:59:38,0
26067,2378,"Maria","Garcia","Administrator","Basic",2020-02-09 20:51:48,2021-02-09 20:51:48,1
26068,691,"Sofia","White","Practice Manager","Basic",2024-02-02 07:47:41,2025-02-02 07:47:41,1
26069,3205,"Sofia","Brown","Administrator","Premium",2018-10-23 14:30:29,2019-10-23 14:30:29,1
26070,2505,"Linda","Wilson","Administrator","Basic",2019-09-16 11:46:32,2020-09-16 11:46:32,1
26071,353,"Sofia","Martinez","Front Desk","Basic",2022-02-09 19:44:05,2023-02-09 19:44:05,1
26072,1118,"Alex","Brown","Practice Manager","Basic",2020-09-25 03:06:36,2021-09-25 03:06:36,1
26073,1406,"Ana","Davis","Practice Manager","Basic",2020-09-26 02:52:45,2021-09-26 02:52:45,1
26074,3940,"Ana","Garcia","Administrator","Basic",2024-04-27 15:59:00,2025-04-27 15:59:00,1
26075,4175,"Laura","Johnson","Practice Manager","Standard",2018-07-16 20:30:00,2019-07-16 20:30:00,0
26076,678,"Linda","Anderson","Practice Owner","Standard",2019-11-12 16:46:29,2020-11-12 16:46:29,1
26077,551,"James","Wilson","Billing Specialist","Premium",2024-08-23 02:57:21,2025-08-23 02:57:21,1
26078,820,"Alex","White","Practice Manager","Basic",2023-06-21 19:32:22,2024-06-21 19:32:22,1
26079,214,"John","Anderson","IT/Operations","Standard",2017-08-13 01:17:37,2018-08-13 01:17:37,1
26080,1667,"Sofia","Wilson","Practice Manager","Standard",2019-07-25 23:07:45,2020-07-25 23:07:45,1
26081,4765,"Linda","White","Administrator","Premium",2017-01-05 10:33:50,2018-01-05 10:33:50,0
26082,894,"Linda","Lee","Practice Manager","Premium",2020-12-08 05:53:34,2021-12-08 05:53:34,1
26083,4255,"Alex","Garcia","Administrator","Standard",2023-12-02 22:03:49,2024-12-02 22:03:49,1
26084,4077,"James","Brown","Practice Manager","Basic",2018-05-01 07:28:14,2019-05-01 07:28:14,1
26085,3906,"Alex","Martinez","Administrator","Premium",2017-08-02 05:26:39,2018-08-02 05:26:39,1
26086,2787,"Sofia","White","Practice Owner","Basic",2019-02-16 02:40:59,2020-02-16 02:40:59,0
26087,2249,"Linda","Martinez","Administrator","Standard",2018-09-08 19:33:36,2019-09-08 19:33:36,1
26088,22,"Alex","Brown","Administrator","Basic",2021-04-17 16:54:21,2022-04-17 16:54:21,1
26089,3314,"Alex","Johnson","Practice Manager","Standard",2016-10-13 22:53:14,2017-10-13 22:53:14,0
26090,1262,"John","Garcia","Practice Owner","Premium",2019-05-07 08:23:50,2020-05-07 08:23:50,1
26091,1173,"David","Anderson","Practice Owner","Standard",2018-05-12 11:05:44,2019-05-12 11:05:44,1
26092,4881,"Ana","Anderson","Billing Specialist","Basic",2019-06-07 05:33:00,2020-06-07 05:33:00,0
26093,2055,"James","Smith","Billing Specialist","Basic",2023-11-10 07:14:46,2024-11-10 07:14:46,0
26094,1893,"Laura","Brown","Administrator","Premium",2021-03-30 11:33:54,2022-03-30 11:33:54,1
26095,2816,"Sofia","Garcia","Practice Owner","Basic",2024-08-08 15:33:12,2025-08-08 15:33:12,0
26096,4675,"Maria","Smith","Billing Specialist","Standard",2021-07-13 17:59:00,2022-07-13 17:59:00,1
26097,4585,"Laura","Martinez","Administrator","Standard",2024-06-03 23:33:50,2025-06-03 23:33:50,1
26098,1788,"Ana","Davis","Practice Owner","Premium",2023-09-24 21:54:06,2024-09-24 21:54:06,1
26099,1991,"Laura","White","Practice Manager","Premium",2023-12-28 17:02:31,2024-12-28 17:02:31,0
26100,4318,"Sofia","Johnson","Practice Owner","Basic",2023-05-24 03:37:49,2024-05-24 03:37:49,1
26101,2461,"Maria","Lee","Front Desk","Basic",2021-06-03 17:14:14,2022-06-03 17:14:14,0
26102,2632,"Alex","Garcia","Administrator","Basic",2016-05-27 16:10:58,2017-05-27 16:10:58,1
26103,2269,"John","Garcia","Practice Manager","Basic",2020-08-29 05:35:07,2021-08-29 05:35:07,0
26104,2177,"Sofia","Martinez","Administrator","Standard",2021-12-21 03:10:38,2022-12-21 03:10:38,1
26105,877,"James","Garcia","Billing Specialist","Basic",2023-07-18 23:01:58,2024-07-18 23:01:58,1
26106,3493,"Alex","Lee","Administrator","Premium",2019-03-07 23:00:48,2020-03-07 23:00:48,1
26107,4259,"David","Lee","Billing Specialist","Basic",2016-03-24 02:56:09,2017-03-24 02:56:09,1
26108,955,"Ana","White","Administrator","Premium",2019-01-02 05:25:29,2020-01-02 05:25:29,1
26109,4120,"Alex","Smith","Practice Owner","Standard",2022-01-09 11:02:20,2023-01-09 11:02:20,1
26110,4289,"Alex","Anderson","Practice Owner","Basic",2017-08-15 18:53:43,2018-08-15 18:53:43,1
26111,878,"Laura","Martinez","Front Desk","Standard",2019-09-16 01:39:18,2020-09-16 01:39:18,1
26112,4486,"Linda","White","Practice Owner","Basic",2016-03-28 00:33:27,2017-03-28 00:33:27,0
26113,2545,"Linda","Lee","Administrator","Standard",2022-09-16 19:18:33,2023-09-16 19:18:33,1
26114,2177,"James","Wilson","Practice Manager","Standard",2024-08-30 17:37:36,2025-08-30 17:37:36,1
26115,2601,"Ana","Brown","IT/Operations","Standard",2017-10-10 17:31:55,2018-10-10 17:31:55,1
26116,3108,"David","Anderson","Practice Manager","Basic",2023-06-13 20:20:01,2024-06-13 20:20:01,1
26117,3529,"Laura","Lee","Practice Manager","Premium",2022-03-20 06:24:18,2023-03-20 06:24:18,1
26118,2409,"Alex","Brown","Billing Specialist","Basic",2020-07-28 04:29:41,2021-07-28 04:29:41,1
26119,4861,"Sofia","Brown","Administrator","Basic",2021-08-08 13:37:41,2022-08-08 13:37:41,0
26120,1974,"James","Davis","Practice Manager","Standard",2019-07-11 18:56:52,2020-07-11 18:56:52,0
26121,3949,"Linda","Brown","Administrator","Standard",2021-02-17 10:55:51,2022-02-17 10:55:51,1
26122,1239,"Ana","Martinez","IT/Operations","Basic",2016-12-11 05:32:02,2017-12-11 05:32:02,1
26123,2335,"John","Wilson","Practice Owner","Standard",2017-03-05 11:33:24,2018-03-05 11:33:24,0
26124,768,"Alex","Brown","Practice Manager","Standard",2018-12-02 08:27:40,2019-12-02 08:27:40,0
26125,2417,"David","Brown","Administrator","Standard",2016-12-31 00:41:01,2017-12-31 00:41:01,1
26126,4995,"David","Wilson","Practice Manager","Premium",2024-05-18 19:31:53,2025-05-18 19:31:53,0
26127,3546,"Alex","Lee","Practice Manager","Standard",2020-03-18 23:55:46,2021-03-18 23:55:46,1
26128,2310,"Laura","White","Administrator","Basic",2018-10-28 00:44:12,2019-10-28 00:44:12,1
26129,4884,"Linda","Brown","Billing Specialist","Standard",2024-08-14 10:07:23,2025-08-14 10:07:23,1
26130,4207,"Laura","Martinez","Practice Manager","Premium",2021-09-16 06:41:15,2022-09-16 06:41:15,1
26131,4237,"Maria","Garcia","Practice Manager","Basic",2024-04-04 09:28:33,2025-04-04 09:28:33,1
26132,745,"Chris","Anderson","Administrator","Basic",2021-05-23 10:36:28,2022-05-23 10:36:28,0
26133,2583,"David","White","Front Desk","Basic",2024-04-11 10:57:54,2025-04-11 10:57:54,1
26134,4175,"Laura","Anderson","Administrator","Basic",2018-12-28 14:06:06,2019-12-28 14:06:06,0
26135,1518,"David","Smith","Practice Manager","Standard",2016-12-14 17:14:50,2017-12-14 17:14:50,1
26136,2557,"John","Wilson","IT/Operations","Standard",2020-12-09 20:14:15,2021-12-09 20:14:15,1
26137,4162,"Laura","Anderson","Administrator","Basic",2020-09-12 18:06:14,2021-09-12 18:06:14,1
26138,3984,"Alex","Garcia","Practice Owner","Basic",2024-12-12 05:48:14,2025-12-12 05:48:14,0
26139,1395,"James","Davis","Administrator","Premium",2023-01-12 19:00:38,2024-01-12 19:00:38,0
26140,287,"Ana","Wilson","Front Desk","Basic",2019-02-16 18:19:22,2020-02-16 18:19:22,1
26141,3248,"Sofia","Martinez","Administrator","Basic",2020-08-24 00:43:37,2021-08-24 00:43:37,1
26142,4219,"Alex","Johnson","Billing Specialist","Basic",2018-02-26 02:08:48,2019-02-26 02:08:48,1
26143,2603,"Laura","White","Practice Manager","Basic",2016-01-16 09:57:22,2017-01-16 09:57:22,1
26144,4,"Ana","Brown","Practice Owner","Basic",2017-06-22 23:45:18,2018-06-22 23:45:18,1
26145,412,"David","Smith","Administrator","Basic",2018-10-24 05:18:01,2019-10-24 05:18:01,1
26146,4346,"David","Brown","Administrator","Premium",2020-08-30 11:45:03,2021-08-30 11:45:03,1
26147,3728,"Sofia","Smith","Administrator","Standard",2024-03-27 07:20:18,2025-03-27 07:20:18,1
26148,1918,"Sofia","Lee","Practice Manager","Premium",2024-01-17 09:46:34,2025-01-17 09:46:34,1
26149,1357,"Linda","Wilson","Administrator","Basic",2023-02-18 01:23:49,2024-02-18 01:23:49,0
26150,158,"Chris","Martinez","Practice Owner","Standard",2024-06-19 01:58:12,2025-06-19 01:58:12,0
26151,1601,"Linda","Anderson","Practice Owner","Premium",2021-12-18 06:55:12,2022-12-18 06:55:12,1
26152,2885,"Alex","Davis","Administrator","Basic",2022-04-25 23:33:46,2023-04-25 23:33:46,1
26153,3490,"Maria","Martinez","Administrator","Basic",2016-03-21 02:52:21,2017-03-21 02:52:21,1
26154,2383,"James","Brown","Front Desk","Standard",2019-01-08 18:36:59,2020-01-08 18:36:59,0
26155,153,"Maria","Davis","Practice Manager","Basic",2023-05-30 07:13:35,2024-05-30 07:13:35,0
26156,1630,"James","Martinez","Administrator","Premium",2021-12-24 20:49:40,2022-12-24 20:49:40,0
26157,2797,"David","Garcia","Practice Manager","Basic",2024-05-17 03:07:34,2025-05-17 03:07:34,0
26158,2882,"Linda","Johnson","Practice Manager","Premium",2023-02-03 16:56:00,2024-02-03 16:56:00,1
26159,3803,"Laura","White","Billing Specialist","Basic",2023-12-12 01:43:41,2024-12-12 01:43:41,1
26160,2806,"Alex","Johnson","Administrator","Basic",2020-07-07 04:22:19,2021-07-07 04:22:19,1
26161,4081,"Laura","Anderson","Practice Manager","Basic",2018-07-06 18:15:17,2019-07-06 18:15:17,1
26162,3471,"Maria","Garcia","Administrator","Basic",2021-11-05 06:23:53,2022-11-05 06:23:53,1
26163,1056,"Laura","Wilson","Billing Specialist","Basic",2024-05-03 05:22:17,2025-05-03 05:22:17,1
26164,2580,"Chris","Martinez","Billing Specialist","Basic",2016-10-10 09:57:00,2017-10-10 09:57:00,1
26165,4149,"Linda","Johnson","Front Desk","Basic",2023-05-01 05:35:12,2024-05-01 05:35:12,1
26166,2766,"David","Davis","Front Desk","Standard",2020-09-13 01:41:48,2021-09-13 01:41:48,1
26167,1329,"Alex","White","Administrator","Standard",2022-04-27 21:30:41,2023-04-27 21:30:41,1
26168,4045,"Alex","Wilson","Practice Manager","Standard",2019-05-19 10:23:30,2020-05-19 10:23:30,0
26169,2393,"Sofia","Smith","Practice Manager","Basic",2020-05-10 04:56:48,2021-05-10 04:56:48,1
26170,3154,"David","Davis","Administrator","Premium",2024-01-28 13:16:10,2025-01-28 13:16:10,1
26171,1,"Linda","Lee","Practice Owner","Basic",2016-01-29 03:35:21,2017-01-29 03:35:21,1
26172,167,"Ana","Brown","Administrator","Basic",2022-11-30 17:04:42,2023-11-30 17:04:42,1
26173,3255,"Ana","Smith","IT/Operations","Basic",2020-02-25 16:43:16,2021-02-25 16:43:16,1
26174,1886,"Maria","Garcia","Billing Specialist","Premium",2019-11-08 18:41:26,2020-11-08 18:41:26,1
26175,4369,"Linda","White","Administrator","Basic",2019-03-26 02:55:11,2020-03-26 02:55:11,1
26176,900,"James","Davis","Administrator","Premium",2017-03-13 06:17:36,2018-03-13 06:17:36,1
26177,2249,"Maria","Johnson","Front Desk","Premium",2017-02-03 16:54:52,2018-02-03 16:54:52,0
26178,3264,"Laura","Wilson","Practice Manager","Basic",2022-05-07 21:47:36,2023-05-07 21:47:36,1
26179,3413,"Chris","Anderson","Administrator","Standard",2024-01-23 08:20:19,2025-01-23 08:20:19,1
26180,3578,"Alex","Johnson","Administrator","Standard",2024-05-04 22:50:02,2025-05-04 22:50:02,1
26181,2188,"Sofia","Lee","Administrator","Standard",2022-06-25 20:50:32,2023-06-25 20:50:32,0
26182,1220,"Maria","White","Billing Specialist","Basic",2016-08-06 12:21:40,2017-08-06 12:21:40,1
26183,3133,"James","Lee","Practice Manager","Standard",2023-03-17 00:14:28,2024-03-17 00:14:28,0
26184,360,"Chris","Anderson","Administrator","Basic",2016-03-19 07:15:11,2017-03-19 07:15:11,1
26185,2040,"Maria","Davis","Practice Manager","Basic",2024-08-27 03:58:23,2025-08-27 03:58:23,1
26186,3938,"Sofia","Davis","Administrator","Premium",2018-10-03 00:55:17,2019-10-03 00:55:17,1
26187,3155,"David","Garcia","Practice Manager","Basic",2017-11-22 03:38:32,2018-11-22 03:38:32,1
26188,334,"Chris","Smith","Administrator","Basic",2016-08-01 12:29:05,2017-08-01 12:29:05,1
26189,731,"Sofia","Wilson","Practice Owner","Basic",2024-11-17 22:38:17,2025-11-17 22:38:17,1
26190,1498,"John","Davis","Billing Specialist","Basic",2022-12-25 03:30:54,2023-12-25 03:30:54,1
26191,1418,"James","Smith","Administrator","Standard",2024-02-02 20:00:59,2025-02-02 20:00:59,0
26192,3764,"John","Davis","Billing Specialist","Premium",2017-12-24 10:05:20,2018-12-24 10:05:20,1
26193,1744,"Ana","Davis","Practice Manager","Standard",2020-10-13 04:56:42,2021-10-13 04:56:42,1
26194,4117,"Ana","Smith","Front Desk","Standard",2024-01-09 18:05:10,2025-01-09 18:05:10,1
26195,1974,"John","White","Front Desk","Basic",2019-03-28 20:58:44,2020-03-28 20:58:44,1
26196,879,"James","Anderson","Administrator","Basic",2023-01-20 20:58:14,2024-01-20 20:58:14,1
26197,4273,"Linda","White","Practice Owner","Standard",2023-03-17 03:33:59,2024-03-17 03:33:59,1
26198,2885,"David","Wilson","Administrator","Basic",2021-12-21 20:18:09,2022-12-21 20:18:09,1
26199,3008,"Sofia","Garcia","Administrator","Standard",2016-06-23 09:04:33,2017-06-23 09:04:33,0
26200,2596,"John","Wilson","Administrator","Premium",2020-02-28 13:59:01,2021-02-28 13:59:01,1
26201,2298,"Maria","Johnson","Front Desk","Standard",2020-11-27 04:53:40,2021-11-27 04:53:40,0
26202,661,"John","Lee","Front Desk","Premium",2022-12-16 15:38:19,2023-12-16 15:38:19,1
26203,3145,"Alex","Wilson","Administrator","Premium",2024-08-19 02:26:41,2025-08-19 02:26:41,1
26204,3163,"Laura","Davis","Administrator","Basic",2018-08-14 01:18:47,2019-08-14 01:18:47,1
26205,4222,"James","Garcia","Practice Owner","Standard",2016-10-12 06:09:17,2017-10-12 06:09:17,0
26206,3986,"Chris","Wilson","Practice Manager","Standard",2016-10-28 09:46:27,2017-10-28 09:46:27,0
26207,1270,"Alex","Johnson","Practice Manager","Standard",2017-12-06 18:15:27,2018-12-06 18:15:27,0
26208,4707,"Alex","Garcia","Practice Manager","Standard",2020-03-30 19:17:44,2021-03-30 19:17:44,1
26209,1295,"Ana","Johnson","Billing Specialist","Basic",2016-09-26 02:36:29,2017-09-26 02:36:29,1
26210,1010,"Chris","Lee","Administrator","Standard",2022-04-03 18:53:41,2023-04-03 18:53:41,1
26211,2092,"Sofia","Martinez","Administrator","Basic",2018-08-25 19:12:30,2019-08-25 19:12:30,1
26212,1758,"John","Lee","Practice Manager","Basic",2021-10-22 16:27:22,2022-10-22 16:27:22,1
26213,1965,"Laura","Anderson","Practice Manager","Basic",2019-06-17 06:30:24,2020-06-17 06:30:24,0
26214,4644,"Chris","Wilson","Administrator","Basic",2018-05-26 09:25:48,2019-05-26 09:25:48,1
26215,1192,"Alex","Garcia","Practice Owner","Basic",2022-02-11 14:07:40,2023-02-11 14:07:40,1
26216,1054,"Maria","Brown","Practice Manager","Basic",2022-04-19 09:57:50,2023-04-19 09:57:50,1
26217,2842,"Maria","Davis","Billing Specialist","Standard",2016-03-27 11:20:56,2017-03-27 11:20:56,1
26218,2405,"David","Johnson","Administrator","Basic",2024-08-08 13:15:53,2025-08-08 13:15:53,1
26219,3563,"David","Martinez","IT/Operations","Standard",2016-10-04 10:21:46,2017-10-04 10:21:46,1
26220,3705,"James","Anderson","Practice Owner","Basic",2020-09-30 21:22:32,2021-09-30 21:22:32,1
